symbol,name,Standard_Sector,Sector_Chinese
MFM,MFS Municipal Income Trust Common Stock,Financials,金融
MG,Mistras Group Inc Common Stock,Industrials,工業
MGA,"Magna International, Inc. Common Stock",Consumer Discretionary,非必需消費
MGF,MFS Government Markets Income Trust Common Stock,Financials,金融
MGM,MGM Resorts International Common Stock,Consumer Discretionary,非必需消費
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,Energy,能源
MHD,"Blackrock MuniHoldings Fund, Inc. Common Stock",Financials,金融
MHF,"Western Asset Municipal High Income Fund, Inc. Common Stock",Financials,金融
MHK,"Mohawk Industries, Inc. Common Stock",Consumer Discretionary,非必需消費
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock",Financials,金融
MHO,"M/I Homes, Inc. Common Stock",Consumer Discretionary,非必需消費
MIN,MFS Intermediate Income Trust Common Stock,Financials,金融
MIO,"Pioneer Municipal High Income Opportunities Fund, Inc. Common Stock",Financials,金融
MIR,"Mirion Technologies, Inc. Class A Common Stock",Industrials,工業
MITT,"AG Mortgage Investment Trust, Inc. Common Stock",Real Estate,房地產
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock",Financials,金融
MKC,"McCormick & Company, Incorporated Common Stock",Consumer Staples,必需消費
MKC.V,"McCormick & Company, Incorporated Common Stock",,
MKL,Markel Group Inc. Common Stock,Financials,金融
MLI,"Mueller Industries, Inc. Common Stock",Industrials,工業
MLM,"Martin Marietta Materials, Inc. Common Stock",Materials,原物料
MLNK,"MeridianLink, Inc. Common Stock",Information Technology,資訊科技
MLP,"Maui Land & Pineapple Company, Inc. Common Stock",Real Estate,房地產
MLR,"Miller Industries, Inc. Common Stock",Consumer Discretionary,非必需消費
MMC,"Marsh & McLennan Companies, Inc. Common Stock",Financials,金融
MMI,"Marcus & Millichap, Inc. Common Stock",Real Estate,房地產
MMM,3M Company Common Stock,Industrials,工業
MMS,"Maximus, Inc. Common Stock",Industrials,工業
MMT,MFS Multimarket Income Trust Common Stock,Financials,金融
MMU,"Western Asset Managed Municipals Fund, Inc. Common Stock",Financials,金融
MOD,Modine Manufacturing Company Common Stock,Consumer Discretionary,非必需消費
MODG,Topgolf Callaway Brands Corp. Common Stock,Consumer Discretionary,非必需消費
MOG.A,Moog Inc. Class A Common Stock,Unclassified,未分類
MOG.B,Moog Inc. Class B Common Stock,,
MOH,Molina Healthcare Inc Common Stock,Health Care,醫療保健
MOS,Mosaic Company (The) Common Stock,Materials,原物料
MOV,Movado Group Inc. Common Stock,Consumer Discretionary,非必需消費
MP,MP Materials Corp. Common Stock,Materials,原物料
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,Financials,金融
MPC,Marathon Petroleum Corporation Common Stock,Energy,能源
MPV,Barings Participation Investors Common Stock,Financials,金融
MPW,"Medical Properties Trust, Inc. common stock",Real Estate,房地產
MPX,Marine Products Corporation Common Stock,Consumer Discretionary,非必需消費
MQT,"Blackrock MuniYield Quality Fund II, Inc. Common Stock",Financials,金融
MQY,"Blackrock MuniYield Quality Fund, Inc. Common Stock",Financials,金融
MRC,MRC Global Inc. Common Stock,Energy,能源
MRK,"Merck & Company, Inc. Common Stock (new)",Health Care,醫療保健
MRP,"Millrose Properties, Inc. Class A Common Stock",Real Estate,房地產
MS,Morgan Stanley Common Stock,Financials,金融
MSA,MSA Safety Incorporated Common Stock,Industrials,工業
MSB,Mesabi Trust Common Stock,Materials,原物料
MSCI,MSCI Inc. Common Stock,Financials,金融
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock",Financials,金融
MSDL,Morgan Stanley Direct Lending Fund Common Stock,Financials,金融
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,Consumer Discretionary,非必需消費
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),Communication Services,通訊服務
MSI,"Motorola Solutions, Inc. Common Stock",Information Technology,資訊科技
MSIF,"MSC Income Fund, Inc. Common Stock",Financials,金融
MSM,"MSC Industrial Direct Company, Inc. Common Stock",Industrials,工業
MTB,M&T Bank Corporation Common Stock,Financials,金融
MTDR,Matador Resources Company Common Stock,Energy,能源
MTG,MGIC Investment Corporation Common Stock,Financials,金融
MTH,Meritage Homes Corporation Common Stock,Consumer Discretionary,非必需消費
MTN,"Vail Resorts, Inc. Common Stock",Consumer Discretionary,非必需消費
MTR,Mesa Royalty Trust Common Stock,Energy,能源
MTW,"Manitowoc Company, Inc. (The) Common Stock",Industrials,工業
MTX,Minerals Technologies Inc. Common Stock,Materials,原物料
MTZ,"MasTec, Inc. Common Stock",Industrials,工業
MUA,"Blackrock MuniAssets Fund, Inc Common Stock",Financials,金融
MUC,"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock",Financials,金融
MUE,"Blackrock MuniHoldings Quality Fund II, Inc. Common Stock",Financials,金融
MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",Financials,金融
MUJ,"Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock",Financials,金融
MUR,Murphy Oil Corporation Common Stock,Energy,能源
MUSA,Murphy USA Inc. Common Stock,Consumer Discretionary,非必需消費
MUX,McEwen Mining Inc. Common Stock,Materials,原物料
MVF,"Blackrock MuniVest Fund, Inc. Common Stock",Financials,金融
MVT,"Blackrock MuniVest Fund II, Inc.  Common Stock",Financials,金融
MWA,MUELLER WATER PRODUCTS Common Stock,Industrials,工業
MX,Magnachip Semiconductor Corporation Common Stock,Information Technology,資訊科技
MXE,"Mexico Equity and Income Fund, Inc. (The) Common Stock",Financials,金融
MXF,"Mexico Fund, Inc. (The) Common Stock",Financials,金融
MYD,"Blackrock MuniYield Fund, Inc.  Common Stock",Financials,金融
MYE,"Myers Industries, Inc. Common Stock",Consumer Discretionary,非必需消費
MYI,"Blackrock MuniYield Quality Fund III, Inc Common Stock",Financials,金融
MYN,"Blackrock MuniYield New York Quality Fund, Inc.Common Stock",Financials,金融
NAD,Nuveen Quality Municipal Income Fund Common Stock,Financials,金融
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,Financials,金融
NAT,Nordic American Tankers Limited Common Stock,Energy,能源
NATL,NCR Atleos Corporation Common Stock,Information Technology,資訊科技
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,Financials,金融
NBHC,National Bank Holdings Corporation Common Stock,Financials,金融
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,Financials,金融
NC,"NACCO Industries, Inc. Common Stock",Energy,能源
NCDL,Nuveen Churchill Direct Lending Corp. Common Stock,Financials,金融
NEE,"NextEra Energy, Inc. Common Stock",Utilities,公用事業
NET,"Cloudflare, Inc. Class A Common Stock",Information Technology,資訊科技
NEU,NewMarket Corp Common Stock,Materials,原物料
NEUE,"NeueHealth, Inc. Common Stock",Health Care,醫療保健
NFG,National Fuel Gas Company Common Stock,Energy,能源
NGS,"Natural Gas Services Group, Inc. Common Stock",Energy,能源
NGVC,"Natural Grocers by Vitamin Cottage, Inc. Common Stock",Consumer Staples,必需消費
NGVT,Ingevity Corporation Common Stock ,Materials,原物料
NHI,"National Health Investors, Inc. Common Stock",Real Estate,房地產
NI,NiSource Inc Common Stock,Utilities,公用事業
NIC,Nicolet Bankshares Inc. Common Stock,Financials,金融
NIM,Nuveen Select Maturities Municipal Fund Common Stock,Financials,金融
NINE,"Nine Energy Service, Inc. Common Stock",Energy,能源
NJR,NewJersey Resources Corporation Common Stock,Utilities,公用事業
NKE,"Nike, Inc. Common Stock",Consumer Discretionary,非必需消費
NL,"NL Industries, Inc. Common Stock",Industrials,工業
NLY,Annaly Capital Management Inc. Common Stock,Real Estate,房地產
NMAX,"Newsmax, Inc. Class B Common Stock",Communication Services,通訊服務
NMI,"Nuveen Municipal Income Fund, Inc. Common Stock",Financials,金融
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,Financials,金融
NMZ,"Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share",Financials,金融
NNI,"Nelnet, Inc. Common Stock",Financials,金融
NNN,"NNN REIT, Inc. Common Stock",Real Estate,房地產
NNY,Nuveen New York Municipal Value Fund Common Stock,Financials,金融
NOC,Northrop Grumman Corporation Common Stock,Industrials,工業
NOG,"Northern Oil and Gas, Inc. Common Stock",Energy,能源
NOTE,"FiscalNote Holdings, Inc. Class A common stock",Information Technology,資訊科技
NOTE.W,"FiscalNote Holdings, Inc. Warrants to purchase one share of Class A common stock, each at an exercise price of $11.50 per share",,
NOV,NOV Inc. Common Stock,Energy,能源
NOVA,Sunnova Energy International Inc. Common Stock,Information Technology,資訊科技
NOW,"ServiceNow, Inc. Common Stock",Information Technology,資訊科技
NPB,"Northpointe Bancshares, Inc. Common Stock",Financials,金融
NPK,"National Presto Industries, Inc. Common Stock",Industrials,工業
NPKI,NPK International Inc. Common Stock,Energy,能源
NPO,Enpro Inc. Common Stock,Industrials,工業
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,Financials,金融
NPWR,NET Power Inc. Class A Common Stock,Industrials,工業
NPWR.W,"NET Power Inc. Redeemable warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50",,
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,Financials,金融
NRDY,Nerdy Inc. Class A Common Stock,Information Technology,資訊科技
NREF,"NexPoint Real Estate Finance, Inc. Common Stock",Real Estate,房地產
NRG,"NRG Energy, Inc. Common Stock",Utilities,公用事業
NRGV,"Energy Vault Holdings, Inc. Common Stock",Utilities,公用事業
NRT,North European Oil Royality Trust Common Stock,Energy,能源
NSC,Norfolk Southern Corporation Common Stock,Industrials,工業
NSP,"Insperity, Inc. Common Stock",Industrials,工業
NTST,NetSTREIT Corp. Common Stock,Real Estate,房地產
NUE,Nucor Corporation Common Stock,Materials,原物料
NUS,"Nu Skin Enterprises, Inc. Common Stock",Consumer Staples,必需消費
NUV,"Nuveen Municipal Value Fund, Inc. Common Stock",Financials,金融
NUVB,Nuvation Bio Inc. Class A Common Stock,Health Care,醫療保健
NVO,Novo Nordisk A/S Common Stock,Health Care,醫療保健
NVR,"NVR, Inc. Common Stock",Consumer Discretionary,非必需消費
NVRI,Enviri Corporation Common Stock,Industrials,工業
NVS,Novartis AG Common Stock,Health Care,醫療保健
NVST,Envista Holdings Corporation Common Stock,Health Care,醫療保健
NWN,Northwest Natural Holding Company Common Stock,Utilities,公用事業
NX,Quanex Building Products Corporation Common Stock,Industrials,工業
NXDT,NexPoint Diversified Real Estate Trust Common Stock,Real Estate,房地產
NXP,Nuveen Select Tax Free Income Portfolio Common Stock,Financials,金融
NXRT,"NexPoint Residential Trust, Inc. Common Stock",Real Estate,房地產
NYC,American Strategic Investment Co. Class A Common Stock,Real Estate,房地產
NYT,New York Times Company (The) Common Stock,Communication Services,通訊服務
O,Realty Income Corporation Common Stock,Real Estate,房地產
OBDC,Blue Owl Capital Corporation Common Stock,Financials,金融
OBK,"Origin Bancorp, Inc. Common Stock",Financials,金融
OC,Owens Corning Inc Common Stock New,Industrials,工業
OFG,OFG Bancorp Common Stock,Financials,金融
OGE,OGE Energy Corp Common Stock,Utilities,公用事業
OGN,Organon & Co. Common Stock ,Health Care,醫療保健
OGS,"ONE Gas, Inc. Common Stock",Utilities,公用事業
OHI,"Omega Healthcare Investors, Inc. Common Stock",Real Estate,房地產
OIA,Invesco Municipal Income Opportunities Trust Common Stock,Financials,金融
OII,"Oceaneering International, Inc. Common Stock",Energy,能源
OIS,"Oil States International, Inc. Common Stock",Energy,能源
OKE,"ONEOK, Inc. Common Stock",Energy,能源
OKLO,Oklo Inc. Class A common stock,Utilities,公用事業
OLN,Olin Corporation Common Stock,Materials,原物料
OLO,Olo Inc. Class A Common Stock,Information Technology,資訊科技
OLP,"One Liberty Properties, Inc. Common Stock",Real Estate,房地產
OMC,Omnicom Group Inc. Common Stock,Communication Services,通訊服務
OMF,"OneMain Holdings, Inc. Common Stock",Financials,金融
OMI,"Owens & Minor, Inc. Common Stock",Health Care,醫療保健
ONIT,Onity Group Inc. Common Stock,Financials,金融
ONL,Orion Properties Inc. Common Stock,Real Estate,房地產
ONTF,"ON24, Inc. Common Stock",Information Technology,資訊科技
ONTO,Onto Innovation Inc. Common Stock,Information Technology,資訊科技
OOMA,"Ooma, Inc. Common Stock",Information Technology,資訊科技
OPAD,Offerpad Solutions Inc. Class A Common Stock,Real Estate,房地產
OPFI,OppFi Inc. Class A Common Stock,Financials,金融
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. Common Stock",Financials,金融
OPY,"Oppenheimer Holdings, Inc. Class A Common Stock (DE)",Financials,金融
ORA,"Ormat Technologies, Inc. Common Stock",Utilities,公用事業
ORC,"Orchid Island Capital, Inc. Common Stock",Real Estate,房地產
ORCL,Oracle Corporation Common Stock,Information Technology,資訊科技
ORI,Old Republic International Corporation Common Stock,Financials,金融
OSCR,"Oscar Health, Inc. Class A Common Stock",Health Care,醫療保健
OSK,Oshkosh Corporation (Holding Company)Common Stock,Industrials,工業
OTIS,Otis Worldwide Corporation Common Stock ,Industrials,工業
OUT,OUTFRONT Media Inc. Common Stock,Real Estate,房地產
OWL,Blue Owl Capital Inc. Class A Common Stock,Financials,金融
OWLT,"Owlet, Inc. Class A Common Stock",Health Care,醫療保健
OXM,"Oxford Industries, Inc. Common Stock",Consumer Discretionary,非必需消費
OXY,Occidental Petroleum Corporation Common Stock,Energy,能源
PAAS,Pan American Silver Corp. Common Stock,Materials,原物料
PACK,Ranpak Holdings Corp Class A Common Stock,Consumer Discretionary,非必需消費
PACS,"PACS Group, Inc. Common Stock",Health Care,醫療保健
PAG,"Penske Automotive Group, Inc. Common Stock",Consumer Discretionary,非必需消費
PAR,PAR Technology Corporation Common Stock,Information Technology,資訊科技
PARR,"Par Pacific Holdings, Inc.  Common Stock",Energy,能源
PATH,"UiPath, Inc. Class A Common Stock",Information Technology,資訊科技
PAY,"Paymentus Holdings, Inc. Class A Common Stock",Information Technology,資訊科技
PAYC,"Paycom Software, Inc. Common Stock",Information Technology,資訊科技
PB,"Prosperity Bancshares, Inc. Common Stock",Financials,金融
PBF,PBF Energy Inc. Class A Common Stock,Energy,能源
PBH,Prestige Consumer Healthcare Inc. Common Stock,Health Care,醫療保健
PBI,Pitney Bowes Inc. Common Stock,Industrials,工業
PBT,Permian Basin Royalty Trust Common Stock,Energy,能源
PCF,High Income Securities Fund Common Stock,Financials,金融
PCG,Pacific Gas & Electric Co. Common Stock,Utilities,公用事業
PCM,"PCM Fund, Inc. Common Stock",Financials,金融
PCN,Pimco Corporate & Income Strategy Fund Common Stock,Financials,金融
PCOR,"Procore Technologies, Inc. Common Stock",Information Technology,資訊科技
PCQ,PIMCO California Municipal Income Fund Common Stock,Financials,金融
PD,"PagerDuty, Inc. Common Stock",Information Technology,資訊科技
PDCC,Pearl Diver Credit Company Inc. Common Stock,Financials,金融
PDI,PIMCO Dynamic Income Fund Common Stock,Financials,金融
PDM,"Piedmont Office Realty Trust, Inc. Class A Common Stock",Real Estate,房地產
PDS,Precision Drilling Corporation Common Stock,Energy,能源
PEG,Public Service Enterprise Group Incorporated Common Stock,Utilities,公用事業
PEN,"Penumbra, Inc. Common Stock",Health Care,醫療保健
PEO,"Adams Natural Resources Fund, Inc. Common Stock",Financials,金融
PFE,"Pfizer, Inc. Common Stock",Health Care,醫療保健
PFGC,Performance Food Group Company Common Stock,Consumer Staples,必需消費
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock,Financials,金融
PFS,"Provident Financial Services, Inc Common Stock",Financials,金融
PFSI,"PennyMac Financial Services, Inc. Common Stock",Financials,金融
PG,Procter & Gamble Company (The) Common Stock,Consumer Staples,必需消費
PGR,Progressive Corporation (The) Common Stock,Financials,金融
PGRE,"Paramount Group, Inc. Common Stock",Real Estate,房地產
PHIN,PHINIA Inc. Common Stock,Consumer Discretionary,非必需消費
PHM,"PulteGroup, Inc. Common Stock",Consumer Discretionary,非必需消費
PHR,"Phreesia, Inc. Common Stock",Health Care,醫療保健
PHX,PHX Minerals Inc. Common Stock,Energy,能源
PII,Polaris Inc. Common Stock,Consumer Discretionary,非必需消費
PIM,Putnam Master Intermediate Income Trust Common Stock,Financials,金融
PINE,"Alpine Income Property Trust, Inc. Common Stock",Real Estate,房地產
PINS,"Pinterest, Inc. Class A Common Stock",Communication Services,通訊服務
PIPR,Piper Sandler Companies Common Stock,Financials,金融
PJT,PJT Partners Inc. Class A Common Stock,Financials,金融
PK,Park Hotels & Resorts Inc. Common Stock ,Real Estate,房地產
PKE,Park Aerospace Corp. Common Stock,Industrials,工業
PKG,Packaging Corporation of America Common Stock,Consumer Discretionary,非必需消費
PKX,POSCO HOLDINGS INC. American Depositary Shares (Each representing 1/4th of a share of Common Stock),Materials,原物料
PL,Planet Labs PBC Class A Common Stock,Industrials,工業
PL.W,"Planet Labs PBC Redeemable warrants, each whole warrant exercisable for one share of Class A common stock, each at an exercise price of $11.50 per share",,
PLD,"Prologis, Inc. Common Stock",Real Estate,房地產
PLNT,"Planet Fitness, Inc. Common Stock",Consumer Discretionary,非必需消費
PLOW,"Douglas Dynamics, Inc. Common Stock",Consumer Discretionary,非必需消費
PLYM,"Plymouth Industrial REIT, Inc. Common Stock",Real Estate,房地產
PM,Philip Morris International Inc Common Stock,Consumer Staples,必需消費
PMF,PIMCO Municipal Income Fund Common Stock,Financials,金融
PMM,Putnam Managed Municipal Income Trust Common Stock,Financials,金融
PMO,Putnam Municipal Opportunities Trust Common Stock,Financials,金融
PNC,"PNC Financial Services Group, Inc. (The) Common Stock",Financials,金融
PNF,PIMCO New York Municipal Income Fund Common Stock,Financials,金融
PNNT,PennantPark Investment Corporation Common Stock,Financials,金融
PNW,Pinnacle West Capital Corporation Common Stock,Utilities,公用事業
POR,Portland General Electric Co Common Stock,Utilities,公用事業
POST,"Post Holdings, Inc. Common Stock",Consumer Staples,必需消費
PPG,"PPG Industries, Inc. Common Stock",Materials,原物料
PPL,PPL Corporation Common Stock,Utilities,公用事業
PPT,Putnam Premier Income Trust Common Stock,Financials,金融
PR,Permian Resources Corporation Class A Common Stock,Energy,能源
PRA,ProAssurance Corporation Common Stock,Financials,金融
PRG,"PROG Holdings, Inc. Common Stock",Industrials,工業
PRI,"Primerica, Inc. Common Stock",Financials,金融
PRIM,Primoris Services Corporation Common Stock,Industrials,工業
PRKS,United Parks & Resorts Inc. Common Stock,Consumer Discretionary,非必需消費
PRLB,"Proto Labs, Inc. Common stock",Industrials,工業
PRM,"Perimeter Solutions, SA Common Stock",Materials,原物料
PRMB,Primo Brands Corporation Class A Common Stock,Consumer Staples,必需消費
PRO,"PROS Holdings, Inc. Common Stock",Information Technology,資訊科技
PRSU,"Pursuit Attractions and Hospitality, Inc. Common Stock",Consumer Discretionary,非必需消費
PRU,"Prudential Financial, Inc. Common Stock",Financials,金融
PSA,Public Storage Common Stock,Real Estate,房地產
PSBD,Palmer Square Capital BDC Inc. Common Stock,Financials,金融
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc. Common Stock",Financials,金融
PSN,Parsons Corporation Common Stock,Information Technology,資訊科技
PSO,"Pearson, Plc Common Stock",Communication Services,通訊服務
PSQH,"PSQ Holdings, Inc. Class A Common Stock",Information Technology,資訊科技
PSQH.W,"PSQ Holdings, Inc. Warrants, each exercisable for one share of Class A common stock at an exercise price of $11.50 per share",,
PSTG,"Pure Storage, Inc. Class A Common Stock",Information Technology,資訊科技
PSTL,"Postal Realty Trust, Inc. Class A Common Stock",Real Estate,房地產
PSX,Phillips 66 Common Stock,Energy,能源
PUK,Prudential Public Limited Company Common Stock,Financials,金融
PUMP,ProPetro Holding Corp. Common Stock,Energy,能源
PVH,PVH Corp. Common Stock,Consumer Discretionary,非必需消費
PWR,"Quanta Services, Inc. Common Stock",Industrials,工業
PX,"P10, Inc. Class A Common Stock",Financials,金融
QS,QuantumScape Corporation Class A Common Stock,Consumer Discretionary,非必需消費
QTWO,"Q2 Holdings, Inc. Common Stock",Information Technology,資訊科技
QUAD,"Quad Graphics, Inc Class A Common Stock",Industrials,工業
QXO,"QXO, Inc. Common Stock",Information Technology,資訊科技
R,"Ryder System, Inc. Common Stock",Industrials,工業
RA,Brookfield Real Assets Income Fund Inc. Common Stock,Financials,金融
RAMP,"LiveRamp Holdings, Inc. Common Stock",Information Technology,資訊科技
RBA,"RB Global, Inc. Common Stock",Industrials,工業
RBC,RBC Bearings Incorporated Common Stock,Industrials,工業
RBLX,Roblox Corporation Class A Common Stock,Communication Services,通訊服務
RBOT,Vicarious Surgical Inc. Class A Common Stock,Health Care,醫療保健
RBOT.W,"Vicarious Surgical Inc. Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share",,
RBRK,"Rubrik, Inc. Class A Common Stock",Information Technology,資訊科技
RC,Ready Capital Corporation Common Stock,Real Estate,房地產
RCI,"Rogers Communication, Inc. Common Stock",Communication Services,通訊服務
RCL,Royal Caribbean Cruises Ltd. Common Stock,Consumer Discretionary,非必需消費
RCUS,"Arcus Biosciences, Inc. Common Stock",Health Care,醫療保健
RDDT,"Reddit, Inc. Class A Common Stock",Communication Services,通訊服務
RDN,Radian Group Inc. Common Stock,Financials,金融
RDW,Redwire Corporation Common Stock,Industrials,工業
RDY,Dr. Reddy's Laboratories Ltd Common Stock,Health Care,醫療保健
RES,"RPC, Inc. Common Stock",Energy,能源
REVG,"REV Group, Inc. Common Stock",Industrials,工業
REXR,"Rexford Industrial Realty, Inc. Common Stock",Real Estate,房地產
REZI,"Resideo Technologies, Inc. Common Stock ",Industrials,工業
RF,Regions Financial Corporation Common Stock,Financials,金融
RFI,"Cohen & Steers Total Return Realty Fund, Inc. Common Stock",Financials,金融
RFL,"Rafael Holdings, Inc. Class B Common Stock",Real Estate,房地產
RFL.W,"Rafael Holdings, Inc. Warrants to Purchase Shares of Class B Common Stock",,
RFM,"RiverNorth Flexible Municipal Income Fund, Inc. Common Stock",Financials,金融
RFMZ,"RiverNorth Flexible Municipal Income Fund II, Inc. Common Stock",Financials,金融
RGA,"Reinsurance Group of America, Incorporated Common Stock",Financials,金融
RGR,"Sturm, Ruger & Company, Inc. Common Stock",Industrials,工業
RGT,"Royce Global Trust, Inc. Common Stock",Financials,金融
RH,RH Common Stock,Consumer Discretionary,非必需消費
RHI,Robert Half Inc. Common Stock,Industrials,工業
RIG,Transocean Ltd (Switzerland) Common Stock,Energy,能源
RIO,Rio Tinto Plc Common Stock,Materials,原物料
RITM,Rithm Capital Corp. Common Stock,Real Estate,房地產
RIV,"RiverNorth Opportunities Fund, Inc. Common Stock",Financials,金融
RJF,"Raymond James Financial, Inc. Common Stock",Financials,金融
RKT,"Rocket Companies, Inc. Class A Common Stock",Financials,金融
RL,Ralph Lauren Corporation Common Stock,Consumer Discretionary,非必需消費
RLI,RLI Corp. Common Stock (DE),Financials,金融
RM,Regional Management Corp. Common Stock,Financials,金融
RMAX,"RE/MAX Holdings, Inc. Class A Common Stock",Real Estate,房地產
RMD,ResMed Inc. Common Stock,Health Care,醫療保健
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc. Common Stock",Financials,金融
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc. Common Stock",Financials,金融
RMMZ,"RiverNorth Managed Duration Municipal Income Fund II, Inc. Common Stock",Financials,金融
RNG,"RingCentral, Inc. Class A Common Stock",Information Technology,資訊科技
RNGR,"Ranger Energy Services, Inc. Class A Common Stock",Energy,能源
RNR,RenaissanceRe Holdings Ltd. Common Stock,Financials,金融
RNST,Renasant Corporation Common Stock,Financials,金融
ROG,Rogers Corporation Common Stock,Information Technology,資訊科技
ROK,"Rockwell Automation, Inc. Common Stock",Industrials,工業
ROL,"Rollins, Inc. Common Stock",Consumer Discretionary,非必需消費
RPM,RPM International Inc. Common Stock,Materials,原物料
RPT,Rithm Property Trust Inc. Common stock,Real Estate,房地產
RRC,Range Resources Corporation Common Stock,Energy,能源
RRX,Regal Rexnord Corporation Common Stock,Industrials,工業
RS,"Reliance, Inc. Common Stock",Materials,原物料
RSF,RiverNorth Capital and Income Fund Common Stock,Financials,金融
RSG,"Republic Services, Inc. Common Stock",Industrials,工業
RSI,"Rush Street Interactive, Inc. Class A Common Stock",Consumer Discretionary,非必需消費
RTX,RTX Corporation Common Stock,Industrials,工業
RVLV,"Revolve Group, Inc. Class A Common Stock",Consumer Discretionary,非必需消費
RVTY,"Revvity, Inc. Common Stock",Health Care,醫療保健
RWT,"Redwood Trust, Inc. Common Stock",Real Estate,房地產
RXO,"RXO, Inc. Common Stock",Industrials,工業
RY,Royal Bank Of Canada Common Stock,Financials,金融
RYAM,Rayonier Advanced Materials Inc. Common Stock,Materials,原物料
RYAN,"Ryan Specialty Holdings, Inc. Class A Common Stock",Financials,金融
RYI,Ryerson Holding Corporation Common Stock,Industrials,工業
RYN,Rayonier Inc. REIT Common Stock,Real Estate,房地產
S,"SentinelOne, Inc. Class A Common Stock",Information Technology,資訊科技
SAFE,Safehold Inc. New Common Stock ,Real Estate,房地產
SAH,"Sonic Automotive, Inc. Common Stock",Consumer Discretionary,非必需消費
SAM,"Boston Beer Company, Inc. (The) Common Stock",Consumer Staples,必需消費
SARO,"StandardAero, Inc. Common Stock",Industrials,工業
SB,"Safe Bulkers, Inc Common Stock ($0.001 par value)",Industrials,工業
SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",Consumer Discretionary,非必需消費
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,Financials,金融
SBR,Sabine Royalty Trust Common Stock,Energy,能源
SBSI,"Southside Bancshares, Inc. Common Stock",Financials,金融
SCCO,Southern Copper Corporation Common Stock,Materials,原物料
SCD,LMP Capital and Income Fund Inc. Common Stock,Financials,金融
SCHW,Charles Schwab Corporation (The) Common Stock,Financials,金融
SCI,Service Corporation International Common Stock,Consumer Discretionary,非必需消費
SCL,Stepan Company Common Stock,Materials,原物料
SCM,Stellus Capital Investment Corporation Common Stock,Financials,金融
SCS,Steelcase Inc. Common Stock,Consumer Discretionary,非必需消費
SD,"SandRidge Energy, Inc. Common Stock",Energy,能源
SDHC,Smith Douglas Homes Corp. Class A Common Stock,Real Estate,房地產
SEE,Sealed Air Corporation Common Stock,Consumer Discretionary,非必需消費
SEI,"Solaris Energy Infrastructure, Inc. Class A Common Stock",Energy,能源
SEM,Select Medical Holdings Corporation Common Stock,Health Care,醫療保健
SEMR,"SEMrush Holdings, Inc. Class A Common Stock",Information Technology,資訊科技
SES,SES AI Corporation Class A Common Stock,Consumer Discretionary,非必需消費
SES.W,"SES AI Corporation Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share",,
SF,Stifel Financial Corporation Common Stock,Financials,金融
SFBS,"ServisFirst Bancshares, Inc. Common Stock",Financials,金融
SG,"Sweetgreen, Inc. Class A Common Stock",Consumer Discretionary,非必需消費
SGI,Somnigroup International Inc. Common Stock,Consumer Discretionary,非必需消費
SGU,Star Group L.P. Common Stock,Energy,能源
SHAK,"Shake Shack, Inc. Class A Common Stock",Consumer Discretionary,非必需消費
SHCO,Soho House & Co Inc. Class A Common Stock,Consumer Discretionary,非必需消費
SID,Companhia Siderurgica Nacional S.A. Common Stock,Materials,原物料
SILA,"Sila Realty Trust, Inc. Common Stock",Real Estate,房地產
SITC,SITE Centers Corp. Common Stock,Real Estate,房地產
SITE,"SiteOne Landscape Supply, Inc. Common Stock",Industrials,工業
SJM,The J.M. Smucker Company Common Stock,Consumer Staples,必需消費
SJT,San Juan Basin Royalty Trust Common Stock,Energy,能源
SKIL,Skillsoft Corp. Class A Common Stock,Consumer Staples,必需消費
SKLZ,Skillz Inc. Class A Common Stock,Communication Services,通訊服務
SKM,"SK Telecom Co., Ltd. Common Stock",Communication Services,通訊服務
